"","embryo_time","cell_type"
"4216",620,"ASI"
"4217",640,"AFD"
"4218",670,"ADL"
"4219",550,"ASG"
"4220",620,"ASK"
"4221",760,"ASJ"
"4222",550,"ADL"
"4223",700,"AWA"
"4224",450,"AWC"
"4225",670,"AWA"
"4226",700,"ASH"
"4227",400,"ASJ"
"4228",420,"ASE"
"4229",640,"ASEL"
"4230",640,"ASJ"
"4231",500,"AWC"
"4232",450,"ASI"
"4233",450,"ASI"
"4234",450,"ASE"
"4235",500,"ASK"
"4236",385,"ASG_AWA"
"4237",520,"ASE"
"4238",640,"ADF"
"4239",630,"ASI"
"4240",620,"AWB"
"4241",490,"ADL"
"4242",440,"ASK"
"4243",620,"ASG"
"4244",360,"AFD"
"4245",550,"ASI"
"4246",700,"AWC"
"4247",700,"AWC"
"4248",530,"ASG"
"4249",670,"ASG"
"4250",435,"ASE"
"4251",635,"ASH"
"4252",490,"ADF"
"4253",585,"AWC"
"4254",750,"ASJ"
"4255",670,"ASI"
"4256",450,"ADL"
"4257",635,"ASEL"
"4258",490,"ASH"
"4259",700,"AWC"
"4260",700,"ASH"
"4261",550,"ASH"
"4262",550,"ASI"
"4263",550,"ASK"
"4264",640,"ASI"
"4265",395,"AWC"
"4266",700,"AFD"
"4267",700,"ADF"
"4268",630,"ASK"
"4269",700,"ASEL"
"4270",550,"ASJ"
"4271",585,"ASH"
"4272",640,"ASI"
"4273",435,"AUA"
"4274",380,NA
"4275",640,"ASK"
"4276",300,"Neuroblast_ASG_AWA"
"4277",585,"AFD"
"4278",550,"ADF"
"4279",450,"ADL"
"4280",620,"ASG"
"4281",700,"ADL"
"4282",670,"AFD"
"4283",430,"ADL"
"4284",470,"ASJ"
"4285",470,"ASJ"
"4286",490,"ASK"
"4287",450,"ASE"
"4288",470,"ASE"
"4289",550,"ADL"
"4290",640,"ADL"
"4291",470,"ASE"
"4292",415,"AWC"
"4293",700,"AWC"
"4294",700,"ASEL"
"4295",385,"ASI_parent"
"4296",405,"AWA"
"4297",320,"Neuroblast_ASJ_AUA"
"4298",775,"AFD"
"4299",420,"AWC"
"4300",760,"ADL"
"4301",750,"ADL"
"4302",760,"ADL"
"4303",450,"ASI"
"4304",490,"ADL"
"4305",340,"ADL"
"4306",750,"ADL"
"4307",440,"ADL"
"4308",450,"ASE"
"4309",400,"ASJ"
"4310",440,"ASK"
"4311",585,"ASI"
"4312",450,"ADL"
"4313",635,"ASH"
"4314",750,"ADL"
"4315",700,"ADL"
"4316",400,"ASE"
"4317",640,"ASEL"
"4318",500,"ASJ"
"4319",550,"AWB"
"4320",620,"ASH"
"4321",440,"ASI"
"4322",585,"AUA"
"4323",380,"ASH"
"4324",550,"ASI"
"4325",640,"ASEL"
"4326",640,"AFD"
"4327",485,"AUA"
"4328",550,"ASJ"
"4329",300,"Neuroblast_ASG_AWA"
"4330",470,"ADL"
"4331",380,"ASI_parent"
"4332",670,"AFD"
"4333",700,"ASER"
"4334",755,"AFD"
"4335",530,"ADL"
"4336",640,"ASI"
"4337",520,"ASJ"
"4338",375,"AUA"
"4339",700,"ASER"
"4340",550,"ASI"
"4341",725,"ASJ"
"4342",700,"ASER"
"4343",550,"ASK"
"4344",550,"AUA"
"4345",450,"ASE"
"4346",450,"ASE"
"4347",190,NA
"4348",510,"AFD"
"4349",380,"ASH"
"4350",265,"Neuroblast_AFD_RMD"
"4351",175,NA
"4352",390,"AWA"
"4353",170,NA
"4354",245,NA
"4355",350,"ASG_AWA"
"4356",215,NA
"4357",410,"AWC"
"4358",325,"Neuroblast_ASJ_AUA"
"4359",365,"AWC"
"4360",410,"AWA"
"4361",170,NA
"4362",230,NA
"4363",160,NA
"4364",225,NA
"4365",260,NA
"4366",205,NA
"4367",470,"ASJ"
"4368",160,NA
"4369",170,NA
"4370",450,"AFD"
"4371",405,"ADL"
"4372",180,NA
"4373",180,NA
"4374",260,"Neuroblast_AFD_RMD"
"4375",200,NA
"4376",235,NA
"4377",380,"ASH"
"4378",240,NA
"4379",405,"ASE"
"4380",620,"AWB"
"4381",490,"ASH"
"4382",500,"AFD"
"4383",170,NA
"4384",300,"ASE_parent"
"4385",585,"ASG"
"4386",320,"AFD"
"4387",350,"ASJ"
"4388",170,NA
"4389",360,NA
"4390",260,"Neuroblast_ASE_ASJ_AUA"
"4391",450,"ASJ"
"4392",390,"AWA"
"4393",160,NA
"4394",260,NA
"4395",230,NA
"4396",550,"ADF"
"4397",190,NA
"4398",170,NA
"4399",640,"ADL"
"4400",260,NA
"4401",230,NA
"4402",670,"ADF"
"4403",700,"ADF"
"4404",265,NA
"4405",170,NA
"4406",220,NA
"4407",700,"ASH"
"4408",170,NA
"4409",160,NA
"4410",260,NA
"4411",165,NA
"4412",260,NA
"4413",360,"ASJ"
"4414",200,NA
"4415",300,"ASE_parent"
"4416",630,"AFD"
"4417",300,"Neuroblast_ASJ_AUA"
"4418",450,"ASJ"
"4419",160,NA
"4420",230,NA
"4421",360,"ASI_parent"
"4422",260,"Neuroblast_AFD_RMD"
"4423",220,NA
"4424",290,NA
"4425",185,NA
"4426",350,"ADL"
"4427",260,"Neuroblast_ASE_ASJ_AUA"
"4428",230,NA
"4429",170,NA
"4430",270,"ASK_parent"
"4431",200,NA
"4432",175,NA
"4433",225,NA
"4434",260,NA
"4435",165,NA
"4436",230,NA
"4437",390,"ASE"
"4438",260,NA
"4439",220,NA
"4440",410,"ASJ"
"4441",170,NA
"4442",700,"AWA"
"4443",260,"Neuroblast_AFD_RMD"
"4444",310,"AFD"
"4445",160,NA
"4446",640,"AFD"
"4447",450,"ADF"
"4448",165,NA
"4449",260,NA
"4450",265,NA
"4451",170,NA
"4452",280,"Neuroblast_AFD_RMD"
"4453",170,NA
"4454",170,NA
"4455",185,NA
"4456",425,"AWA"
"4457",420,"AWA"
"4458",380,"ASH"
"4459",425,"ASG"
"4460",170,NA
"4461",225,NA
"4462",270,NA
"4463",490,"ADL"
"4464",290,"Neuroblast_AFD_RMD"
"4465",215,NA
"4466",210,NA
"4467",300,"ASE_parent"
"4468",630,"ASI"
"4469",170,NA
"4470",550,"AFD"
"4471",390,"AUA"
"4472",380,"ASE"
"4473",170,NA
"4474",550,"ADF"
"4475",170,NA
"4476",500,"AFD"
"4477",435,"ASK"
"4478",415,"ASJ"
"4479",230,NA
"4480",170,NA
"4481",170,NA
"4482",170,NA
"4483",220,NA
"4484",490,"ADF"
"4485",160,NA
"4486",210,NA
"4487",390,"AWA"
"4488",325,"ASK_parent"
"4489",170,NA
"4490",670,"ASH"
"4491",170,NA
"4492",360,"ASI_parent"
"4493",390,"ASH"
"4494",670,"ADL"
"4495",230,NA
"4496",450,"ASH"
"4497",240,NA
"4498",490,"ASH"
"4499",290,"Neuroblast_AFD_RMD"
"4500",200,NA
"4501",290,NA
"4502",245,NA
"4503",220,NA
"4504",245,NA
"4505",260,NA
"4506",160,NA
"4507",245,NA
"4508",160,NA
"4509",160,NA
"4510",390,"ADF_AWB"
"4511",425,"ASK"
"4512",160,NA
"4513",620,"AWA"
"4514",265,"Neuroblast_AFD_RMD"
"4515",205,"Neuroblast_ASE_ASJ_AUA"
"4516",265,NA
"4517",630,"ASK"
"4518",230,NA
"4519",160,NA
"4520",200,NA
"4521",245,NA
"4522",170,NA
"4523",620,"AWC"
"4524",500,"ADF"
"4525",230,NA
"4526",420,"AWA"
"4527",420,"AWA"
"4528",405,"AFD"
"4529",160,NA
"4530",210,NA
"4531",440,"AWC"
"4532",260,NA
"4533",300,"Neuroblast_ASJ_AUA"
"4534",290,"ASK_parent"
"4535",165,NA
"4536",170,NA
"4537",500,"AFD"
"4538",395,"ASH"
"4539",165,NA
"4540",640,"AWB"
"4541",390,"ASH"
"4542",620,"ASJ"
"4543",370,"ASI_parent"
"4544",700,"AFD"
"4545",170,NA
"4546",310,"ADL_parent"
"4547",330,NA
"4548",410,"ASH"
"4549",170,NA
"4550",435,"AWC"
"4551",215,NA
"4552",300,"ASE_parent"
"4553",425,"ADF"
"4554",360,"ASI_parent"
"4555",450,"ASJ"
"4556",260,"Neuroblast_ASG_AWA"
"4557",440,"ASH"
"4558",550,"AUA"
"4559",490,"ASJ"
"4560",360,"ASJ"
"4561",260,"Neuroblast_AFD_RMD"
"4562",450,"ASI"
"4563",415,"ASJ"
"4564",200,"Neuroblast_ASE_ASJ_AUA"
"4565",165,NA
"4566",160,NA
"4567",260,"Neuroblast_ASE_ASJ_AUA"
"4568",265,"Neuroblast_AFD_RMD"
"4569",225,NA
"4570",375,"ASJ"
"4571",170,NA
"4572",245,NA
"4573",225,NA
"4574",300,"Neuroblast_ADF_AWB"
"4575",390,"AFD"
"4576",190,NA
"4577",225,NA
"4578",175,NA
"4579",190,NA
"4580",170,NA
"4581",310,NA
"4582",160,NA
"4583",500,"AWA"
"4584",260,NA
"4585",300,"Neuroblast_ASJ_AUA"
"4586",420,"AFD"
"4587",280,NA
"4588",435,"AUA"
"4589",165,NA
"4590",165,NA
"4591",300,"AFD"
"4592",380,"ASE"
"4593",350,"ASI_parent"
"4594",260,"Neuroblast_ASE_ASJ_AUA"
"4595",260,NA
"4596",360,"ASK_parent"
"4597",165,NA
"4598",170,NA
"4599",175,NA
"4600",265,NA
"4601",550,"ASI"
"4602",390,"ADL"
"4603",380,"ASE"
"4604",160,NA
"4605",220,NA
"4606",245,NA
"4607",205,"Neuroblast_ASE_ASJ_AUA"
"4608",440,"ADL"
"4609",260,"Neuroblast_ASE_ASJ_AUA"
"4610",245,NA
"4611",160,NA
"4612",185,NA
"4613",200,NA
"4614",380,NA
"4615",530,"AUA"
"4616",370,"ADF_AWB"
"4617",455,"AUA"
"4618",190,NA
"4619",380,"ASH"
"4620",450,"ADL"
"4621",260,NA
"4622",450,"ASI"
"4623",345,"AFD"
"4624",700,"ADL"
"4625",365,"ADF_AWB"
"4626",365,"ASK_parent"
"4627",170,NA
"4628",210,NA
"4629",370,"AUA"
"4630",190,NA
"4631",640,"AFD"
"4632",620,"ASH"
"4633",420,"ADF"
"4634",380,"ADL"
"4635",160,NA
"4636",450,"AWA"
"4637",170,NA
"4638",620,"ASE"
"4639",270,"Neuroblast_AFD_RMD"
"4640",200,NA
"4641",520,"AWC"
"4642",170,NA
"4643",170,NA
"4644",245,NA
"4645",210,NA
"4646",175,NA
"4647",175,NA
"4648",550,"ADL"
"4649",620,"AWA"
"4650",490,"ADL"
"4651",260,NA
"4652",235,NA
"4653",490,"ASJ"
"4654",360,"ASI_parent"
"4655",265,"Neuroblast_AFD_RMD"
"4656",345,"AWC"
"4657",170,NA
"4658",260,NA
"4659",415,"AWC"
"4660",190,NA
"4661",160,NA
"4662",180,NA
"4663",200,NA
"4664",290,"ASK_parent"
"4665",490,"AWB"
"4666",520,"ADL"
"4667",275,NA
"4668",170,NA
"4669",225,NA
"4670",160,NA
"4671",275,"Neuroblast_AFD_RMD"
"4672",585,"ASI"
"4673",630,"ASJ"
"4674",180,NA
"4675",585,"ASI"
"4676",350,"AFD"
"4677",165,NA
"4678",700,"AWA"
"4679",230,NA
"4680",300,"ASK_parent"
"4681",280,"Neuroblast_AFD_RMD"
"4682",170,NA
"4683",165,NA
"4684",550,"AUA"
"4685",230,NA
"4686",435,"ASI"
"4687",550,"ASG"
"4688",360,"AFD"
"4689",160,NA
"4690",260,"Neuroblast_ASE_ASJ_AUA"
"4691",265,NA
"4692",390,"AWC"
"4693",415,"ASG_AWA"
"4694",240,NA
"4695",390,"ASG_AWA"
"4696",385,"AUA"
"4697",170,NA
"4698",205,NA
"4699",285,"Neuroblast_AFD_RMD"
"4700",390,"ASJ"
"4701",265,"Neuroblast_AFD_RMD"
"4702",355,"AWC"
"4703",170,NA
"4704",490,"AFD"
"4705",405,"ADL"
"4706",160,NA
"4707",170,NA
"4708",170,NA
"4709",285,"Neuroblast_ASJ_AUA"
"4710",450,"ASJ"
"4711",300,"ASE_parent"
"4712",520,"AWA"
"4713",185,NA
"4714",230,NA
"4715",280,"Neuroblast_AFD_RMD"
"4716",260,NA
"4717",235,NA
"4718",490,"ASJ"
"4719",620,"ASK"
"4720",440,"ASK"
"4721",420,"ASI"
"4722",330,"ASK_parent"
"4723",355,"ASG_AWA"
"4724",190,NA
"4725",260,NA
"4726",350,"ASK_parent"
"4727",585,"AWB"
"4728",450,"AFD"
"4729",260,"Neuroblast_ASE_ASJ_AUA"
"4730",275,NA
"4731",260,NA
"4732",260,NA
"4733",420,"ADL"
"4734",170,NA
"4735",175,NA
"4736",395,"AWC"
"4737",175,NA
"4738",530,"ADF"
"4739",310,"ASE_parent"
"4740",275,NA
"4741",415,"AWC"
"4742",440,"AWC"
"4743",290,"ASI_parent"
"4744",510,"ASK"
"4745",170,NA
"4746",550,"AWA"
"4747",435,"AUA"
"4748",220,NA
"4749",265,NA
"4750",205,"Neuroblast_ASE_ASJ_AUA"
"4751",170,NA
"4752",370,"ASI_parent"
"4753",395,"ADF_AWB"
"4754",700,"ASEL"
"4755",270,NA
"4756",410,"ASJ"
"4757",410,"ASJ"
"4758",410,"ADL"
"4759",170,NA
"4760",195,NA
"4761",260,NA
"4762",260,"Neuroblast_ASE_ASJ_AUA"
"4763",490,"ADF"
"4764",435,"ASK"
"4765",190,NA
"4766",410,"AWC"
"4767",170,NA
"4768",170,NA
"4769",260,NA
"4770",175,NA
"4771",165,NA
"4772",775,"AFD"
"4773",180,NA
"4774",175,NA
"4775",180,NA
"4776",245,"Neuroblast_ASE_ASJ_AUA"
"4777",205,NA
"4778",530,"ASI"
"4779",275,NA
"4780",640,"ASK"
"4781",190,NA
"4782",385,"ASE"
"4783",335,"ASE_parent"
"4784",390,"ADF_AWB"
"4785",380,"AWA"
"4786",550,"ASJ"
"4787",260,"Neuroblast_AFD_RMD"
"4788",390,"ASG_AWA"
"4789",290,"ASI_parent"
"4790",415,"ASE"
"4791",435,"ASI"
"4792",260,"Neuroblast_AFD_RMD"
"4793",310,"ASE_parent"
"4794",440,"AFD"
"4795",170,NA
"4796",360,"ADF_AWB"
"4797",260,"Neuroblast_ASE_ASJ_AUA"
"4798",290,"ASK_parent"
"4799",200,NA
"4800",330,"Neuroblast_ASJ_AUA"
"4801",360,"ASE"
"4802",270,NA
"4803",380,"ADF_AWB"
"4804",280,"Neuroblast_AFD_RMD"
"4805",270,NA
"4806",395,"AWC"
"4807",360,"ASJ"
"4808",170,NA
"4809",700,"AFD"
"4810",310,"Neuroblast_ASG_AWA"
"4811",365,"ASE"
"4812",170,NA
"4813",280,NA
"4814",320,"Neuroblast_ASJ_AUA"
"4815",550,"AFD"
"4816",470,"ADL"
"4817",365,NA
"4818",375,"ASK_parent"
"4819",170,NA
"4820",170,NA
"4821",200,NA
"4822",170,NA
"4823",170,NA
"4824",230,NA
"4825",490,"ADF"
"4826",290,"Neuroblast_ASJ_AUA"
"4827",430,"ASK"
"4828",435,"ASI"
"4829",550,"ASI"
"4830",170,NA
"4831",285,NA
"4832",260,"Neuroblast_AFD_RMD"
"4833",405,"ADF_AWB"
"4834",620,"AWC"
"4835",285,"Neuroblast_AFD_RMD"
"4836",170,NA
"4837",245,NA
"4838",200,NA
"4839",260,NA
"4840",390,"AWA"
"4841",215,"Neuroblast_ASE_ASJ_AUA"
"4842",370,"ASK_parent"
"4843",275,NA
"4844",170,NA
"4845",490,"ASE"
"4846",265,NA
"4847",260,"Neuroblast_AFD_RMD"
"4848",375,"ASH"
"4849",550,"AFD"
"4850",380,"ASJ"
"4851",635,"ASG"
"4852",180,NA
"4853",640,"ASI"
"4854",395,"AFD"
"4855",700,"ASJ"
"4856",700,"AWC"
"4857",620,"ASG"
"4858",550,"AFD"
"4859",520,"ASJ"
"4860",260,NA
"4861",630,"ADL"
"4862",380,"AWA"
"4863",180,NA
"4864",725,"ASH"
"4865",380,"ADL"
"4866",450,"ASI"
"4867",280,NA
"4868",340,NA
"4869",400,"AWC"
"4870",350,"ASE_parent"
"4871",330,"Neuroblast_ASJ_AUA"
"4872",190,NA
"4873",190,NA
"4874",365,"ASE"
"4875",190,NA
"4876",670,"ADF"
"4877",320,"Neuroblast_ASJ_AUA"
"4878",520,"ADL"
"4879",450,"ASH"
"4880",550,"ASK"
"4881",320,"ASE_parent"
"4882",700,"ADL"
"4883",620,"AWC"
"4884",365,"ASG_AWA"
"4885",550,"AWB"
"4886",385,"AWA"
"4887",370,"ASI_parent"
"4888",260,NA
"4889",700,"ADL"
"4890",230,NA
"4891",380,"ASH"
"4892",190,NA
"4893",385,"ADL"
"4894",380,"ASH"
"4895",345,"ASE_parent"
"4896",185,NA
"4897",420,"AFD"
"4898",725,"ASER"
"4899",360,"ASK_parent"
"4900",320,"ASE_parent"
"4901",700,"ADL"
"4902",425,"ASI"
"4903",170,NA
"4904",165,NA
"4905",550,"ASJ"
"4906",640,"AFD"
"4907",700,"ASJ"
"4908",585,"ADL"
"4909",520,"ASI"
"4910",170,NA
"4911",190,NA
"4912",320,"ASE_parent"
"4913",470,"ASI"
"4914",585,"AWB"
"4915",450,"ASJ"
"4916",270,NA
"4917",260,"Neuroblast_AFD_RMD"
"4918",760,"ADL"
"4919",175,NA
"4920",585,"ADL"
"4921",175,NA
"4922",230,NA
"4923",170,NA
"4924",260,"Neuroblast_ASE_ASJ_AUA"
"4925",405,"AFD"
"4926",470,"AWB"
"4927",175,NA
"4928",300,"ASE_parent"
"4929",455,"AUA"
"4930",620,"ASJ"
"4931",730,"ADL"
"4932",285,NA
"4933",230,NA
"4934",420,"ASK"
"4935",700,"ADL"
"4936",160,NA
"4937",245,NA
"4938",640,"ASJ"
"4939",380,"ASK_parent"
"4940",620,"ADL"
"4941",260,NA
"4942",550,"ASI"
"4943",750,"ADL"
"4944",165,NA
"4945",410,"ASE"
"4946",270,NA
"4947",260,NA
"4948",170,NA
"4949",640,"ADL"
"4950",550,"ASI"
"4951",390,"ASG_AWA"
"4952",220,NA
"4953",410,"AWC"
"4954",370,"ASI_parent"
"4955",380,"AWA"
"4956",410,"ASE"
"4957",375,"ASI_parent"
"4958",640,"ASI"
"4959",390,"ASG_AWA"
"4960",465,NA
"4961",750,"ASER"
"4962",635,"AWB"
"4963",450,"ASH"
"4964",550,"AFD"
"4965",360,"ASJ"
"4966",630,"ASI"
"4967",245,NA
"4968",330,"ASE_parent"
"4969",185,NA
"4970",410,"AWA"
"4971",325,"ASE_parent"
"4972",500,"ASJ"
"4973",530,"AFD"
"4974",470,"ASE"
"4975",450,"AWB"
"4976",300,"Neuroblast_ASJ_AUA"
"4977",325,"Neuroblast_ASJ_AUA"
"4978",450,"AWB"
"4979",640,"AWB"
"4980",700,"ADL"
"4981",390,NA
"4982",170,NA
"4983",230,"Neuroblast_ASE_ASJ_AUA"
"4984",215,"Neuroblast_ASE_ASJ_AUA"
"4985",385,NA
"4986",350,"ASJ"
"4987",170,NA
"4988",170,NA
"4989",700,"ADL"
"4990",185,NA
"4991",405,"AFD"
"4992",245,NA
"4993",700,"ASK"
"4994",640,"ASI"
"4995",470,"ASJ"
"4996",370,"AUA"
"4997",750,"ASJ"
"4998",360,"AFD"
"4999",170,NA
"5000",260,NA
"5001",320,"Neuroblast_ASJ_AUA"
"5002",390,"ASK"
"5003",290,"ASK_parent"
"5004",585,"AWB"
"5005",200,NA
"5006",180,NA
"5007",395,"ASH"
"5008",260,NA
"5009",225,NA
"5010",200,NA
"5011",450,"ASE"
"5012",385,"AUA"
"5013",490,"ASE"
"5014",340,"ASI_parent"
"5015",620,"AWC"
"5016",700,"ASH"
"5017",670,"AFD"
"5018",630,"AFD"
"5019",750,"ADL"
"5020",470,"ASE"
"5021",275,"ASI_parent"
"5022",670,"AFD"
"5023",490,"ADL"
"5024",450,"ASE"
"5025",245,NA
"5026",190,NA
"5027",490,"AWB"
"5028",420,"ASI"
"5029",640,"ASH"
"5030",415,"ASE"
"5031",550,"ASH"
"5032",335,"ASE_parent"
"5033",395,"AFD"
"5034",175,NA
"5035",215,NA
"5036",260,NA
"5037",345,"Neuroblast_ASJ_AUA"
"5038",180,NA
"5039",410,"ASJ"
"5040",435,"ASE"
"5041",300,"ASK_parent"
"5042",175,NA
"5043",225,NA
"5044",405,"ADF_AWB"
"5045",330,"ASE_parent"
"5046",165,NA
"5047",550,NA
"5048",370,"ADL"
"5049",620,"ASG"
"5050",550,"ADL"
"5051",550,"ADF"
"5052",700,"ASEL"
"5053",700,"ASH"
"5054",325,"ASE_parent"
"5055",490,"ADF"
"5056",550,"AUA"
"5057",170,NA
"5058",620,"ASJ"
"5059",260,"Neuroblast_ASE_ASJ_AUA"
"5060",700,"ADL"
"5061",700,"ASH"
"5062",170,NA
"5063",510,"ASG"
"5064",300,"ASI_parent"
"5065",160,NA
"5066",170,NA
"5067",595,"AWC_ON"
"5068",700,"ASJ"
"5069",620,"AWA"
"5070",360,NA
"5071",165,NA
"5072",215,NA
"5073",420,"AWB"
"5074",335,"ASE_parent"
"5075",415,"ASE"
"5076",340,"Neuroblast_ASJ_AUA"
"5077",165,NA
"5078",240,NA
"5079",380,"ADL"
"5080",640,"ASG"
"5081",170,NA
"5082",345,"Neuroblast_ASJ_AUA"
"5083",320,"ASE_parent"
"5084",640,"ADL"
"5085",750,"ASJ"
"5086",640,"ASJ"
"5087",700,"ADL"
"5088",620,"ASK"
"5089",170,NA
"5090",350,"ASI_parent"
"5091",450,"ADL"
"5092",200,NA
"5093",300,"Neuroblast_ASJ_AUA"
"5094",160,NA
"5095",395,"ASJ"
"5096",450,"ASE"
"5097",175,NA
"5098",185,NA
"5099",760,"ADL"
"5100",385,"ADL"
"5101",230,"Neuroblast_ASE_ASJ_AUA"
"5102",755,"ASJ"
"5103",700,"ASEL"
"5104",350,NA
"5105",325,"Neuroblast_ASJ_AUA"
"5106",755,"ADL"
"5107",310,"ASE_parent"
"5108",380,"ADL"
"5109",380,"ADL"
"5110",700,"ADL"
"5111",185,NA
"5112",160,NA
"5113",360,"ASI_parent"
"5114",450,"AWA"
"5115",640,"ASER"
"5116",640,"ASI"
"5117",550,"ASH"
"5118",350,"Neuroblast_ASJ_AUA"
"5119",170,NA
"5120",160,NA
"5121",550,"ASJ"
"5122",345,"ASE_parent"
"5123",375,"Neuroblast_ASG_AWA"
"5124",245,NA
"5125",250,"Neuroblast_AFD_RMD"
"5126",360,NA
"5127",370,"ASH"
"5128",290,NA
"5129",300,"Neuroblast_ASJ_AUA"
"5130",465,NA
"5131",550,"AFD"
"5132",410,"ADL"
"5133",405,"ADL"
"5134",490,"AWB"
"5135",700,"ASJ"
"5136",390,"AFD"
"5137",585,"ADL"
"5138",700,"ASJ"
"5139",170,NA
"5140",620,"ADL"
"5141",260,"Neuroblast_AFD_RMD"
"5142",450,"ADL"
"5143",295,"ASK_parent"
"5144",670,"AWC"
"5145",415,"ADF"
"5146",640,"ASH"
"5147",350,"ADL"
"5148",170,NA
"5149",160,NA
"5150",300,"ASE_parent"
"5151",280,"Neuroblast_AFD_RMD"
"5152",635,"ASEL"
"5153",450,"ASJ"
"5154",425,"AWB"
"5155",430,"AFD"
"5156",405,"ADL"
"5157",625,"ASI"
"5158",170,NA
"5159",490,"ADL"
"5160",260,NA
"5161",165,NA
"5162",550,"AWA"
"5163",160,NA
"5164",160,NA
"5165",640,"AWC"
"5166",415,"ASJ"
"5167",640,"ASK"
"5168",400,"ADF_AWB"
"5169",380,"ASH"
"5170",700,"AFD"
"5171",170,NA
"5172",320,"ASE_parent"
"5173",470,"AWA"
"5174",700,"AWC"
"5175",260,"Neuroblast_AFD_RMD"
"5176",170,NA
"5177",190,NA
"5178",320,"ASE_parent"
"5179",670,"AWC"
"5180",350,"ADL"
"5181",295,"Neuroblast_ASJ_AUA"
"5182",415,"AWB"
"5183",310,"ASE_parent"
"5184",450,"ADL"
"5185",170,NA
"5186",585,"AFD"
"5187",175,NA
"5188",300,"ASI_parent"
"5189",185,NA
"5190",175,NA
"5191",170,NA
"5192",470,"ASJ"
"5193",490,"ASH"
"5194",760,"ADL"
"5195",180,NA
"5196",350,"ASJ"
"5197",640,"ASG"
"5198",620,"AFD"
"5199",420,"ASE"
"5200",185,NA
"5201",700,"ADL"
"5202",490,"ASK"
"5203",520,"ADL"
"5204",270,NA
"5205",390,"ASJ"
"5206",585,"ADL"
"5207",160,NA
"5208",300,"Neuroblast_ASJ_AUA"
"5209",755,"ADL"
"5210",700,"ADF"
"5211",400,"ADL"
"5212",260,"Neuroblast_AFD_RMD"
"5213",700,"AFD"
"5214",630,"ASJ"
"5215",700,"ASJ"
"5216",345,"ASE_parent"
"5217",490,"ASE"
"5218",180,NA
"5219",620,"ADL"
"5220",635,"AWB"
"5221",550,"ADL"
"5222",220,NA
"5223",370,NA
"5224",170,NA
"5225",335,"ASK_parent"
"5226",335,"ASE_parent"
"5227",410,"ADL"
"5228",260,NA
"5229",550,"ASI"
"5230",350,"ADF_AWB"
"5231",490,"ASJ"
"5232",290,NA
"5233",380,"ASI_parent"
"5234",380,"AWA"
"5235",500,"ASK"
"5236",370,"ADF_AWB"
"5237",490,"ASK"
"5238",630,"AWB"
"5239",490,"AWA"
"5240",380,"ADL"
"5241",320,"ASE_parent"
"5242",170,NA
"5243",175,NA
"5244",170,NA
"5245",500,"ASK"
"5246",450,"ADL"
"5247",750,"ASJ"
"5248",450,"AWC"
"5249",420,"ASJ"
"5250",700,"AFD"
"5251",325,"ASK_parent"
"5252",670,"ASK"
"5253",620,"AWB"
"5254",585,"ASG"
"5255",360,"ADL"
"5256",310,"ASE_parent"
"5257",640,"AWA"
"5258",360,"ASK_parent"
"5259",245,NA
"5260",450,"ASE"
"5261",310,NA
"5262",550,"ADL"
"5263",450,"ADL"
"5264",165,NA
"5265",620,"AWB"
"5266",410,"ADL"
"5267",190,NA
"5268",550,"ASK"
"5269",180,NA
"5270",620,"ASI"
"5271",450,"AWC"
"5272",190,NA
"5273",620,"AWB"
"5274",750,"ADL"
"5275",430,"AWC"
"5276",450,"ADL"
"5277",380,"ASH"
"5278",260,NA
"5279",325,"ASE_parent"
"5280",530,"ASI"
"5281",420,"AWC"
"5282",750,"AWC_ON"
"5283",240,NA
"5284",420,"AWA"
"5285",200,NA
"5286",390,"AWA"
"5287",350,NA
"5288",550,"ADL"
"5289",350,"ASI_parent"
"5290",620,"ADL"
"5291",345,"ASE_parent"
"5292",640,"ADL"
"5293",390,"AFD"
"5294",170,NA
"5295",440,"ADL"
"5296",220,NA
"5297",320,"ASE_parent"
"5298",410,"ADF_AWB"
"5299",550,"ADL"
"5300",500,"ASK"
"5301",620,"ASG"
"5302",420,NA
"5303",530,"AFD"
"5304",425,"ASH"
"5305",750,"ADL"
"5306",470,"ASE"
"5307",230,NA
"5308",320,"Neuroblast_ASJ_AUA"
"5309",165,NA
"5310",290,"Neuroblast_AFD_RMD"
"5311",725,"ASER"
"5312",500,"ASG"
"5313",185,NA
"5314",640,"ASK"
"5315",260,NA
"5316",160,NA
"5317",435,"ASE"
"5318",165,NA
"5319",375,"ASH"
"5320",165,NA
"5321",185,NA
"5322",510,"ASK"
"5323",550,"ADL"
"5324",550,"AWA"
"5325",170,NA
"5326",470,"ADL"
"5327",380,"ADL"
"5328",400,"ASJ"
"5329",620,"AWC"
"5330",640,"ADL"
"5331",620,"ASG"
"5332",170,NA
"5333",190,NA
"5334",520,"ADL"
"5335",160,NA
"5336",185,NA
"5337",670,"AFD"
"5338",700,"ASH"
"5339",405,NA
"5340",470,"ASJ"
"5341",490,"ASH"
"5342",420,"AFD"
"5343",440,"AWC"
"5344",350,"ASE_parent"
"5345",375,"ASI_parent"
"5346",380,"AFD"
"5347",340,"ASI_parent"
"5348",285,NA
"5349",670,"AWA"
"5350",625,"ASG"
"5351",260,NA
"5352",230,NA
"5353",185,NA
"5354",470,"ASH"
"5355",700,"AWC"
"5356",180,NA
"5357",350,"ASI_parent"
